Rating,TrainID,Segmentation,Goal,HealthLimit,Tire,Time,Quant,Type,BodyPart,Equipment,Level
8,764,0,2,0,4,96,8,4,4,4,2
4,764,1,2,0,4,37,1,4,4,4,2
7,764,2,2,0,2,95,10,4,4,4,2
5,764,0,2,0,2,30,3,4,4,4,2
7,765,1,0,0,0,115,9,4,4,4,2
10,765,1,0,0,2,74,3,4,4,4,2
3,765,1,1,0,1,56,4,4,4,4,2
9,765,2,1,0,0,35,3,4,4,4,2
9,765,2,2,0,1,45,3,4,4,4,2
9,765,0,2,0,5,33,2,4,4,4,2
9,765,2,2,15,3,85,6,4,4,4,2
9,765,1,0,0,4,68,3,4,4,4,2
10,765,1,1,0,3,24,1,4,4,4,2
2,765,1,1,0,2,106,6,4,4,4,2
6,765,2,1,0,2,37,0,4,4,4,2
10,765,1,1,0,3,115,7,4,4,4,2
1,765,1,2,0,1,51,5,4,4,4,2
6,765,2,2,0,4,118,9,4,4,4,2
4,765,1,2,0,1,69,4,4,4,4,2
8,765,0,2,0,4,67,3,4,4,4,2
3,765,0,0,0,4,36,3,4,4,4,2
8,765,2,0,0,4,15,2,4,4,4,2
2,765,1,0,0,2,5,1,4,4,4,2
8,765,2,2,0,5,88,6,4,4,4,2
6,765,1,1,0,4,30,3,4,4,4,2
8,765,0,2,0,0,72,3,4,4,4,2
2,765,2,2,0,2,0,10,4,4,4,2
7,765,1,1,3,5,61,5,4,4,4,2
8,765,2,2,2,2,24,2,4,4,4,2
9,765,2,1,0,4,120,6,4,4,4,2
9,765,2,2,0,0,68,5,4,4,4,2
8,765,1,0,0,0,19,0,4,4,4,2
7,765,1,2,13,4,117,9,4,4,4,2
5,765,2,0,0,4,38,0,4,4,4,2
6,765,0,2,0,3,87,5,4,4,4,2
7,765,0,1,0,4,18,3,4,4,4,2
8,765,2,1,0,3,20,0,4,4,4,2
5,765,2,2,5,0,4,3,4,4,4,2
1,765,1,0,0,5,76,6,4,4,4,2
3,765,0,1,0,4,66,3,4,4,4,2
2,765,2,1,0,2,16,3,4,4,4,2
2,765,0,2,0,1,58,5,4,4,4,2
3,765,0,2,0,3,2,2,4,4,4,2
5,765,0,0,0,2,45,2,4,4,4,2
9,766,0,0,0,3,81,5,4,4,4,2
9,766,0,1,0,3,10,2,4,4,4,2
6,766,0,2,0,1,85,6,4,4,4,2
2,766,1,1,0,2,44,0,4,4,4,2
7,766,1,2,0,3,30,0,4,4,4,2
9,766,2,2,13,1,45,3,4,4,4,2
2,766,0,0,0,0,108,8,4,4,4,2
9,766,1,0,0,2,116,8,4,4,4,2
8,766,2,1,0,3,104,10,4,4,4,2
10,766,1,0,3,0,40,1,4,4,4,2
8,766,0,2,11,3,87,5,4,4,4,2
1,766,0,1,0,1,1,0,4,4,4,2
6,766,0,2,0,2,86,5,4,4,4,2
4,766,2,0,0,5,13,1,4,4,4,2
8,766,2,0,0,5,9,3,4,4,4,2
7,766,2,1,0,5,29,3,4,4,4,2
5,766,0,2,0,1,42,2,4,4,4,2
8,766,2,1,0,4,14,3,4,4,4,2
6,766,2,2,0,0,115,6,4,4,4,2
10,766,0,0,0,1,90,8,4,4,4,2
5,766,1,0,0,4,8,2,4,4,4,2
1,766,2,2,0,5,99,7,4,4,4,2
9,766,2,0,0,5,40,0,4,4,4,2
7,766,0,0,0,5,13,0,4,4,4,2
7,766,2,0,0,4,1,2,4,4,4,2
5,766,0,2,0,5,47,2,4,4,4,2
7,766,2,2,0,5,109,7,4,4,4,2
7,766,2,0,0,5,77,4,4,4,4,2
9,766,1,1,0,0,16,1,4,4,4,2
2,766,2,0,9,2,66,5,4,4,4,2
10,766,1,1,0,4,22,2,4,4,4,2
10,766,1,2,16,2,52,3,4,4,4,2
1,766,2,0,0,3,114,8,4,4,4,2
1,766,0,2,0,5,69,6,4,4,4,2
8,766,2,0,0,4,7,3,4,4,4,2
9,766,0,0,0,3,55,6,4,4,4,2
5,766,0,2,0,1,34,2,4,4,4,2
2,766,2,2,0,3,43,2,4,4,4,2
3,766,1,2,0,1,4,0,4,4,4,2
4,766,0,2,0,1,7,0,4,4,4,2
6,767,1,1,0,1,101,6,4,4,4,2
3,767,0,2,0,3,45,0,4,4,4,2
10,767,0,0,0,5,1,3,4,4,4,2
6,767,0,1,0,4,41,1,4,4,4,2
8,767,1,0,14,0,25,2,4,4,4,2
5,767,2,1,0,5,59,3,4,4,4,2
9,767,2,0,16,0,52,6,4,4,4,2
10,767,1,1,0,1,92,9,4,4,4,2
8,767,0,0,0,0,10,2,4,4,4,2
10,767,1,0,0,2,54,6,4,4,4,2
5,767,0,0,0,1,112,10,4,4,4,2
1,767,1,0,0,2,78,4,4,4,4,2
8,767,1,0,0,1,61,3,4,4,4,2
3,767,0,1,0,2,29,0,4,4,4,2
2,767,2,2,0,3,92,7,4,4,4,2
3,767,1,2,0,5,114,9,4,4,4,2
1,767,1,1,0,2,110,10,4,4,4,2
8,767,1,1,0,1,59,3,4,4,4,2
3,767,2,2,0,5,35,1,4,4,4,2
9,767,0,1,0,1,73,4,4,4,4,2
6,767,0,2,0,0,116,6,4,4,4,2
4,767,0,1,14,1,9,1,4,4,4,2
5,767,0,2,0,3,5,1,4,4,4,2
8,767,1,0,0,0,18,0,4,4,4,2
2,767,1,1,0,4,77,6,4,4,4,2
10,767,1,1,0,0,0,9,4,4,4,2
3,767,2,0,5,3,96,8,4,4,4,2
2,767,1,2,4,3,8,0,4,4,4,2
8,767,1,1,0,2,82,6,4,4,4,2
2,767,1,0,0,0,44,3,4,4,4,2
8,767,0,1,0,4,69,3,4,4,4,2
6,767,1,1,0,5,33,3,4,4,4,2
10,767,2,1,0,0,65,4,4,4,4,2
5,767,2,0,0,5,9,3,4,4,4,2
3,767,1,2,0,0,35,1,4,4,4,2
1,767,1,2,9,2,56,5,4,4,4,2
4,767,1,0,0,3,11,2,4,4,4,2
7,767,0,0,0,1,55,4,4,4,4,2
9,767,2,2,0,0,38,0,4,4,4,2
2,767,2,2,0,2,14,1,4,4,4,2
5,768,2,1,0,5,50,10,4,4,4,2
9,768,1,0,9,5,48,2,4,4,4,2
4,768,1,2,0,4,17,0,4,4,4,2
9,768,1,2,13,2,90,8,4,4,4,2
4,768,1,2,0,1,76,6,4,4,4,2
9,768,0,1,13,3,90,6,4,4,4,2
1,768,0,2,0,3,75,5,4,4,4,2
9,768,0,0,3,4,105,10,4,4,4,2
5,768,1,0,0,4,8,3,4,4,4,2
2,768,0,1,0,2,48,3,4,4,4,2
6,768,0,2,0,5,108,9,4,4,4,2
10,768,0,1,0,0,50,6,4,4,4,2
3,768,0,0,10,4,58,3,4,4,4,2
3,768,2,0,0,2,37,2,4,4,4,2
6,768,0,1,15,5,120,7,4,4,4,2
6,768,0,0,12,1,55,4,4,4,4,2
10,768,1,1,0,2,91,6,4,4,4,2
6,768,1,2,0,4,76,5,4,4,4,2
6,768,0,2,0,5,7,2,4,4,4,2
10,768,0,1,0,3,61,5,4,4,4,2
7,768,0,1,0,1,38,3,4,4,4,2
9,768,1,2,0,0,74,3,4,4,4,2
2,768,1,0,0,2,36,2,4,4,4,2
8,768,1,0,6,1,42,1,4,4,4,2
9,768,0,0,0,5,56,5,4,4,4,2
9,768,2,2,0,1,68,3,4,4,4,2
2,768,2,2,0,0,47,2,4,4,4,2
2,768,1,1,0,1,91,6,4,4,4,2
7,768,0,2,0,2,47,2,4,4,4,2
9,768,0,0,0,2,45,1,4,4,4,2
8,768,1,1,0,2,104,6,4,4,4,2
9,768,0,0,6,1,66,3,4,4,4,2
10,768,1,2,0,2,88,6,4,4,4,2
1,768,1,0,10,4,81,4,4,4,4,2
10,768,2,1,0,1,96,8,4,4,4,2
7,768,0,1,0,5,55,5,4,4,4,2
1,768,2,1,0,4,20,2,4,4,4,2
1,768,0,0,0,1,80,5,4,4,4,2
4,768,1,0,14,5,6,1,4,4,4,2
2,768,1,2,0,0,105,7,4,4,4,2
3,769,1,1,0,3,36,1,4,4,4,2
7,769,1,0,0,2,83,3,4,4,4,2
4,769,2,1,0,0,24,3,4,4,4,2
4,769,2,0,0,2,88,6,4,4,4,2
6,769,0,2,0,3,115,6,4,4,4,2
10,769,0,1,0,1,51,6,4,4,4,2
4,769,1,1,0,4,109,10,4,4,4,2
9,769,0,1,0,5,49,2,4,4,4,2
4,769,0,0,0,0,115,9,4,4,4,2
9,769,2,2,0,0,93,8,4,4,4,2
5,769,0,1,0,4,57,6,4,4,4,2
9,769,1,2,0,0,0,6,4,4,4,2
5,769,0,2,0,3,59,4,4,4,4,2
5,769,1,1,0,5,98,6,4,4,4,2
8,769,1,2,0,5,4,3,4,4,4,2
6,769,2,2,0,3,48,1,4,4,4,2
7,769,0,1,15,2,90,8,4,4,4,2
2,769,2,1,0,1,20,2,4,4,4,2
9,769,0,0,0,1,86,3,4,4,4,2
5,769,1,2,9,2,77,4,4,4,4,2
2,769,1,2,0,3,89,4,4,4,4,2
6,769,1,0,0,4,81,5,4,4,4,2
8,769,0,0,0,4,24,1,4,4,4,2
7,769,0,0,0,1,56,6,4,4,4,2
6,769,1,0,0,4,77,6,4,4,4,2
8,769,0,2,0,0,109,10,4,4,4,2
9,769,0,2,0,1,51,6,4,4,4,2
8,769,2,0,0,5,87,5,4,4,4,2
8,769,0,1,7,4,44,2,4,4,4,2
6,769,2,1,5,3,117,7,4,4,4,2
8,769,2,2,0,0,81,3,4,4,4,2
6,769,1,1,0,1,22,3,4,4,4,2
10,769,1,1,16,5,60,6,4,4,4,2
10,769,2,2,0,3,20,3,4,4,4,2
10,769,0,1,0,4,17,2,4,4,4,2
5,769,1,2,0,2,69,4,4,4,4,2
8,769,0,0,0,0,18,3,4,4,4,2
2,769,0,1,0,0,34,2,4,4,4,2
6,769,1,2,0,3,2,1,4,4,4,2
7,769,2,1,0,2,104,8,4,4,4,2
8,770,0,1,0,5,62,5,4,4,4,2
3,770,0,1,7,5,32,0,4,4,4,2
9,770,2,2,0,3,11,3,4,4,4,2
9,770,1,2,0,2,77,4,4,4,4,2
3,770,2,2,0,5,43,2,4,4,4,2
6,770,0,0,0,5,58,3,4,4,4,2
10,770,2,0,0,3,64,6,4,4,4,2
5,770,2,2,0,5,27,0,4,4,4,2
10,770,1,1,3,2,95,8,4,4,4,2
3,770,2,2,0,2,80,4,4,4,4,2
8,770,2,1,0,3,41,3,4,4,4,2
1,770,2,2,0,0,65,5,4,4,4,2
4,770,1,0,10,2,102,7,4,4,4,2
1,770,0,1,0,1,47,2,4,4,4,2
1,770,0,1,9,5,104,8,4,4,4,2
8,770,0,0,0,3,41,0,4,4,4,2
1,770,2,1,0,2,0,10,4,4,4,2
2,770,1,1,0,5,12,0,4,4,4,2
4,770,2,1,0,2,37,3,4,4,4,2
2,770,0,1,0,0,71,4,4,4,4,2
7,770,1,1,0,1,84,3,4,4,4,2
3,770,2,2,0,3,53,5,4,4,4,2
3,770,0,0,3,1,79,6,4,4,4,2
7,770,1,2,4,3,13,1,4,4,4,2
4,770,0,0,0,0,16,0,4,4,4,2
4,770,1,2,0,5,79,4,4,4,4,2
9,770,0,2,0,2,36,2,4,4,4,2
7,770,2,0,0,3,1,2,4,4,4,2
5,770,0,2,0,2,76,5,4,4,4,2
3,770,0,2,0,1,65,3,4,4,4,2
1,770,1,2,0,1,108,7,4,4,4,2
9,770,2,1,0,2,48,2,4,4,4,2
3,770,2,1,1,0,12,2,4,4,4,2
2,770,1,2,0,5,4,0,4,4,4,2
5,770,0,2,0,2,73,6,4,4,4,2
5,770,0,2,0,4,71,3,4,4,4,2
6,770,1,1,0,5,71,5,4,4,4,2
6,770,0,1,0,5,10,2,4,4,4,2
9,770,1,1,0,3,83,4,4,4,4,2
9,770,1,1,0,0,49,0,4,4,4,2
8,771,0,0,0,2,76,3,4,4,4,2
7,771,1,2,0,1,85,5,4,4,4,2
10,771,2,0,0,0,36,1,4,4,4,2
4,771,2,2,0,4,110,7,4,4,4,2
4,771,1,0,12,4,1,2,4,4,4,2
6,771,0,2,0,3,115,8,4,4,4,2
1,771,2,2,0,2,66,5,4,4,4,2
4,771,0,1,0,2,75,4,4,4,4,2
6,771,0,2,12,1,37,3,4,4,4,2
8,771,1,1,0,3,66,5,4,4,4,2
7,771,1,0,0,4,54,4,4,4,4,2
1,771,1,1,0,0,93,9,4,4,4,2
8,771,2,0,0,2,80,6,4,4,4,2
1,771,2,1,0,2,38,0,4,4,4,2
5,771,1,0,0,1,114,6,4,4,4,2
5,771,2,2,0,5,14,0,4,4,4,2
1,771,2,0,0,1,110,9,4,4,4,2
8,771,2,1,16,3,25,3,4,4,4,2
8,771,1,0,0,4,38,3,4,4,4,2
4,771,2,0,0,0,45,2,4,4,4,2
6,771,1,0,0,2,18,0,4,4,4,2
4,771,0,1,0,4,61,4,4,4,4,2
9,771,0,2,0,0,62,3,4,4,4,2
5,771,0,1,0,2,76,4,4,4,4,2
6,771,2,2,10,3,84,5,4,4,4,2
8,771,2,2,15,3,26,1,4,4,4,2
10,771,2,2,0,3,92,9,4,4,4,2
5,771,0,1,0,1,27,0,4,4,4,2
3,771,2,1,3,1,100,8,4,4,4,2
8,771,1,2,14,0,81,5,4,4,4,2
8,771,1,0,0,3,35,2,4,4,4,2
9,771,2,1,0,0,79,4,4,4,4,2
2,771,1,1,0,0,78,6,4,4,4,2
10,771,0,0,0,0,76,3,4,4,4,2
10,771,0,2,0,5,112,7,4,4,4,2
10,771,0,2,0,2,90,6,4,4,4,2
8,771,1,1,0,3,86,6,4,4,4,2
2,771,1,0,0,2,8,1,4,4,4,2
4,771,2,1,0,0,37,2,4,4,4,2
10,771,2,1,0,5,48,3,4,4,4,2
10,772,0,1,0,1,46,1,4,4,4,2
4,772,0,1,3,3,42,1,4,4,4,2
8,772,1,0,0,5,60,4,4,4,4,2
6,772,1,2,0,4,56,5,4,4,4,2
7,772,1,1,0,5,80,6,4,4,4,2
4,772,2,2,16,5,38,1,4,4,4,2
1,772,2,1,0,2,78,4,4,4,4,2
2,772,0,2,0,2,80,3,4,4,4,2
7,772,0,2,0,4,42,1,4,4,4,2
5,772,1,0,0,4,31,0,4,4,4,2
5,772,2,1,0,2,42,3,4,4,4,2
10,772,2,1,0,2,93,8,4,4,4,2
1,772,1,0,0,4,54,4,4,4,4,2
10,772,0,2,0,0,98,7,4,4,4,2
9,772,1,2,0,1,53,5,4,4,4,2
9,772,1,1,0,2,66,6,4,4,4,2
1,772,0,0,0,5,56,4,4,4,4,2
2,772,0,0,0,0,68,4,4,4,4,2
10,772,0,1,15,1,109,9,4,4,4,2
2,772,2,2,17,3,55,5,4,4,4,2
5,772,1,1,10,4,17,0,4,4,4,2
6,772,2,1,0,0,66,3,4,4,4,2
3,772,0,1,0,3,62,4,4,4,4,2
4,772,2,0,12,4,28,0,4,4,4,2
3,772,1,0,0,1,2,1,4,4,4,2
6,772,1,0,0,1,25,0,4,4,4,2
10,772,1,2,0,2,87,3,4,4,4,2
4,772,1,2,2,4,91,6,4,4,4,2
6,772,0,2,0,3,25,3,4,4,4,2
2,772,1,0,0,0,107,7,4,4,4,2
2,772,2,2,0,2,92,7,4,4,4,2
3,772,0,2,0,3,109,8,4,4,4,2
9,772,1,1,0,3,55,4,4,4,4,2
8,772,1,1,0,1,27,3,4,4,4,2
6,772,2,2,0,2,49,2,4,4,4,2
8,772,0,1,0,1,53,6,4,4,4,2
8,772,1,2,0,4,112,8,4,4,4,2
3,772,2,0,0,0,112,6,4,4,4,2
8,772,2,2,0,2,91,8,4,4,4,2
10,772,1,0,0,2,72,3,4,4,4,2
3,773,2,1,0,4,103,8,4,4,4,2
9,773,2,2,0,2,117,6,4,4,4,2
1,773,2,1,0,3,53,4,4,4,4,2
2,773,1,0,0,2,82,4,4,4,4,2
9,773,1,1,0,1,117,8,4,4,4,2
10,773,0,2,0,5,55,4,4,4,4,2
8,773,1,0,0,1,79,4,4,4,4,2
8,773,0,1,0,0,92,10,4,4,4,2
2,773,2,1,8,2,45,3,4,4,4,2
5,773,1,2,13,1,110,6,4,4,4,2
1,773,1,2,0,1,88,5,4,4,4,2
9,773,0,0,0,1,92,7,4,4,4,2
8,773,2,1,4,0,8,2,4,4,4,2
3,773,2,2,0,1,71,3,4,4,4,2
3,773,2,2,0,0,61,5,4,4,4,2
2,773,0,2,0,5,58,5,4,4,4,2
5,773,2,2,0,2,30,1,4,4,4,2
6,773,2,1,0,5,86,6,4,4,4,2
3,773,0,0,0,0,69,4,4,4,4,2
4,773,2,0,0,5,58,6,4,4,4,2
10,773,2,0,0,4,102,10,4,4,4,2
2,773,0,1,0,4,21,1,4,4,4,2
7,773,0,0,0,0,36,1,4,4,4,2
5,773,2,2,0,4,76,5,4,4,4,2
6,773,1,0,0,5,44,2,4,4,4,2
7,773,0,1,0,1,33,0,4,4,4,2
8,773,0,1,0,3,13,2,4,4,4,2
6,773,1,0,0,5,75,6,4,4,4,2
3,773,1,1,0,1,7,3,4,4,4,2
8,773,2,2,0,5,114,9,4,4,4,2
6,773,1,1,0,5,44,3,4,4,4,2
9,773,2,1,0,2,117,8,4,4,4,2
9,773,0,0,9,2,0,10,4,4,4,2
9,773,0,0,0,1,58,5,4,4,4,2
10,773,0,1,0,5,47,0,4,4,4,2
1,773,1,1,0,5,46,1,4,4,4,2
2,773,0,1,0,1,71,4,4,4,4,2
6,773,2,2,0,0,116,7,4,4,4,2
7,773,2,0,0,2,14,0,4,4,4,2
3,773,0,0,15,3,96,10,4,4,4,2
9,774,2,2,0,3,100,8,4,4,4,2
3,774,2,1,0,1,101,7,4,4,4,2
8,774,1,2,0,3,99,7,4,4,4,2
3,774,1,1,0,0,15,0,4,4,4,2
4,774,0,2,0,3,49,2,4,4,4,2
8,774,0,0,0,3,117,9,4,4,4,2
5,774,1,0,0,0,8,0,4,4,4,2
10,774,1,0,0,2,118,8,4,4,4,2
7,774,2,0,0,0,36,2,4,4,4,2
9,774,0,2,0,0,31,1,4,4,4,2
4,774,0,1,0,1,101,7,4,4,4,2
6,774,2,0,0,0,24,0,4,4,4,2
8,774,1,1,0,5,43,0,4,4,4,2
4,774,1,2,0,2,98,7,4,4,4,2
1,774,2,1,0,3,100,7,4,4,4,2
5,774,0,1,0,0,22,3,4,4,4,2
6,774,0,2,0,2,4,2,4,4,4,2
1,774,2,2,0,3,12,3,4,4,4,2
2,774,0,2,0,0,79,4,4,4,4,2
9,774,2,1,0,2,65,5,4,4,4,2
2,774,0,0,0,4,4,1,4,4,4,2
1,774,1,1,3,5,5,2,4,4,4,2
3,774,1,1,0,1,100,9,4,4,4,2
1,774,1,1,0,0,117,6,4,4,4,2
6,774,1,2,0,1,25,2,4,4,4,2
1,774,1,1,7,5,27,2,4,4,4,2
1,774,2,2,12,0,99,6,4,4,4,2
3,774,2,0,11,0,109,9,4,4,4,2
4,774,1,2,0,3,97,6,4,4,4,2
4,774,2,2,0,3,4,0,4,4,4,2
7,774,1,2,0,2,89,3,4,4,4,2
4,774,0,1,3,1,115,10,4,4,4,2
2,774,1,2,0,1,28,3,4,4,4,2
9,774,1,2,0,0,5,3,4,4,4,2
2,774,0,0,0,0,64,4,4,4,4,2
5,774,1,2,7,3,19,2,4,4,4,2
5,774,1,0,0,1,110,8,4,4,4,2
6,774,2,1,0,3,105,10,4,4,4,2
10,774,0,0,0,4,7,2,4,4,4,2
9,774,2,0,0,4,58,6,4,4,4,2
2,775,1,1,0,1,47,3,4,4,4,2
5,775,2,0,0,1,69,5,4,4,4,2
3,775,1,2,0,0,92,6,4,4,4,2
8,775,2,2,0,2,117,6,4,4,4,2
4,775,0,2,0,5,87,6,4,4,4,2
1,775,2,2,0,2,23,1,4,4,4,2
8,775,2,2,0,5,5,0,4,4,4,2
8,775,1,1,0,0,101,9,4,4,4,2
4,775,2,0,0,0,116,7,4,4,4,2
6,775,1,1,0,5,18,1,4,4,4,2
2,775,2,2,0,2,54,6,4,4,4,2
4,775,1,2,0,5,78,6,4,4,4,2
2,775,1,1,0,2,76,4,4,4,4,2
8,775,2,0,0,4,90,10,4,4,4,2
5,775,0,0,0,2,95,7,4,4,4,2
2,775,1,1,0,1,118,9,4,4,4,2
10,775,1,2,13,2,14,3,4,4,4,2
3,775,1,0,0,1,49,3,4,4,4,2
8,775,2,2,0,3,113,9,4,4,4,2
9,775,2,2,10,2,25,3,4,4,4,2
10,775,0,1,0,5,89,6,4,4,4,2
9,775,2,0,0,1,11,2,4,4,4,2
8,775,1,2,0,3,15,0,4,4,4,2
10,775,1,0,0,5,112,8,4,4,4,2
6,775,1,0,0,0,46,1,4,4,4,2
7,775,0,1,10,4,100,7,4,4,4,2
5,775,2,1,0,1,83,4,4,4,4,2
7,775,2,2,0,2,95,10,4,4,4,2
3,775,0,0,13,3,110,7,4,4,4,2
9,775,1,1,0,1,55,3,4,4,4,2
7,775,1,2,0,1,83,3,4,4,4,2
2,775,0,0,0,2,98,6,4,4,4,2
10,775,2,2,0,2,18,1,4,4,4,2
1,775,2,1,0,4,61,6,4,4,4,2
1,775,0,1,0,3,71,5,4,4,4,2
9,775,0,2,0,5,49,0,4,4,4,2
3,775,1,2,17,4,104,8,4,4,4,2
2,775,1,2,0,3,7,3,4,4,4,2
10,775,1,2,6,2,53,5,4,4,4,2
1,775,1,1,0,1,97,10,4,4,4,2
7,776,2,1,0,1,108,8,4,4,4,2
5,776,2,0,0,5,114,6,4,4,4,2
10,776,0,0,0,2,27,3,4,4,4,2
9,776,0,0,0,2,80,5,4,4,4,2
3,776,1,2,0,3,87,4,4,4,4,2
3,776,2,2,0,5,35,1,4,4,4,2
7,776,1,1,0,5,39,1,4,4,4,2
6,776,0,0,0,3,92,7,4,4,4,2
10,776,1,0,3,0,72,3,4,4,4,2
5,776,1,2,12,1,15,3,4,4,4,2
7,776,2,0,0,5,100,8,4,4,4,2
5,776,2,0,2,2,85,4,4,4,4,2
2,776,1,1,0,4,108,7,4,4,4,2
9,776,2,2,17,0,78,3,4,4,4,2
1,776,1,2,0,4,101,10,4,4,4,2
3,776,0,1,0,1,71,3,4,4,4,2
1,776,2,2,2,2,3,2,4,4,4,2
1,776,2,0,0,5,97,7,4,4,4,2
5,776,0,1,0,0,37,0,4,4,4,2
2,776,0,1,0,1,46,1,4,4,4,2
3,776,2,2,0,1,110,8,4,4,4,2
3,776,1,2,0,5,15,1,4,4,4,2
5,776,0,1,0,3,43,0,4,4,4,2
7,776,2,1,0,4,95,6,4,4,4,2
7,776,0,2,0,5,85,6,4,4,4,2
10,776,0,1,0,4,70,4,4,4,4,2
5,776,2,2,0,5,91,6,4,4,4,2
4,776,1,2,16,1,70,3,4,4,4,2
10,776,1,0,0,0,105,10,4,4,4,2
10,776,1,0,8,4,107,7,4,4,4,2
3,776,1,2,0,2,74,4,4,4,4,2
5,776,2,0,4,3,13,0,4,4,4,2
3,776,1,2,0,0,16,0,4,4,4,2
4,776,1,0,7,3,60,3,4,4,4,2
10,776,0,2,0,1,43,3,4,4,4,2
7,776,0,0,0,1,23,0,4,4,4,2
1,776,1,2,0,4,65,4,4,4,4,2
5,776,0,1,0,2,35,0,4,4,4,2
6,776,2,0,0,1,73,6,4,4,4,2
1,776,1,1,0,0,43,0,4,4,4,2
9,777,2,0,0,4,61,5,4,4,4,2
2,777,2,2,0,0,90,10,4,4,4,2
5,777,1,2,0,5,97,8,4,4,4,2
9,777,2,2,0,2,8,3,4,4,4,2
1,777,1,0,0,1,21,0,4,4,4,2
6,777,2,0,0,3,73,6,4,4,4,2
6,777,1,1,0,4,105,6,4,4,4,2
1,777,1,0,0,2,103,10,4,4,4,2
7,777,2,1,0,5,52,3,4,4,4,2
6,777,2,0,7,4,52,6,4,4,4,2
4,777,2,0,0,1,96,10,4,4,4,2
5,777,1,0,0,2,14,0,4,4,4,2
3,777,1,2,16,0,5,1,4,4,4,2
1,777,0,2,8,3,53,4,4,4,4,2
5,777,1,0,0,0,49,1,4,4,4,2
5,777,1,1,0,3,66,4,4,4,4,2
9,777,0,2,0,2,64,4,4,4,4,2
9,777,0,2,8,0,101,9,4,4,4,2
1,777,2,1,10,2,78,3,4,4,4,2
4,777,0,0,0,5,2,3,4,4,4,2
1,777,1,2,0,5,68,6,4,4,4,2
7,777,1,1,0,0,107,9,4,4,4,2
6,777,0,0,0,1,120,6,4,4,4,2
10,777,1,1,11,3,32,1,4,4,4,2
8,777,2,1,0,4,79,6,4,4,4,2
10,777,1,0,0,0,60,3,4,4,4,2
9,777,0,0,0,4,106,7,4,4,4,2
1,777,2,1,0,0,21,0,4,4,4,2
7,777,2,0,0,0,52,3,4,4,4,2
8,777,1,2,0,0,1,1,4,4,4,2
8,777,2,2,0,3,117,8,4,4,4,2
10,777,0,0,0,1,24,2,4,4,4,2
5,777,1,2,0,3,29,1,4,4,4,2
5,777,0,2,0,1,100,10,4,4,4,2
1,777,2,1,0,5,24,1,4,4,4,2
7,777,2,0,0,1,101,6,4,4,4,2
2,777,0,2,11,5,63,4,4,4,4,2
7,777,0,1,0,5,118,7,4,4,4,2
10,777,2,2,0,2,22,3,4,4,4,2
3,777,0,1,0,4,93,10,4,4,4,2
8,778,1,1,0,4,101,6,4,4,4,2
8,778,1,1,0,3,38,3,4,4,4,2
8,778,2,0,0,4,15,0,4,4,4,2
7,778,2,2,6,1,91,8,4,4,4,2
5,778,1,2,0,2,61,6,4,4,4,2
1,778,1,0,0,1,85,3,4,4,4,2
8,778,0,2,0,1,22,0,4,4,4,2
3,778,1,1,0,0,25,0,4,4,4,2
3,778,2,0,0,1,53,5,4,4,4,2
8,778,2,1,0,4,82,3,4,4,4,2
10,778,2,1,0,3,120,7,4,4,4,2
2,778,2,1,0,3,44,1,4,4,4,2
7,778,1,1,3,3,53,4,4,4,4,2
1,778,0,0,0,5,112,6,4,4,4,2
6,778,0,0,0,2,51,4,4,4,4,2
6,778,2,2,0,0,49,2,4,4,4,2
6,778,1,1,0,4,81,5,4,4,4,2
7,778,2,0,0,1,95,10,4,4,4,2
5,778,2,0,0,1,48,2,4,4,4,2
7,778,1,2,10,2,3,0,4,4,4,2
4,778,0,2,0,1,56,3,4,4,4,2
6,778,2,1,8,5,44,2,4,4,4,2
1,778,2,1,0,0,20,2,4,4,4,2
6,778,1,1,0,0,92,6,4,4,4,2
1,778,2,0,0,3,34,1,4,4,4,2
6,778,2,2,0,2,102,7,4,4,4,2
1,778,1,0,6,2,24,2,4,4,4,2
4,778,1,2,0,0,115,7,4,4,4,2
4,778,1,0,0,1,6,1,4,4,4,2
9,778,1,2,0,2,114,9,4,4,4,2
10,778,0,1,0,1,114,8,4,4,4,2
9,778,1,2,16,1,51,5,4,4,4,2
2,778,1,2,0,1,87,5,4,4,4,2
8,778,0,2,0,3,12,1,4,4,4,2
1,778,2,2,0,1,60,3,4,4,4,2
2,778,1,1,0,5,53,6,4,4,4,2
1,778,0,1,0,4,32,3,4,4,4,2
1,778,2,2,9,2,91,9,4,4,4,2
2,778,1,1,0,0,111,10,4,4,4,2
7,778,1,2,0,5,52,5,4,4,4,2
3,779,1,0,0,1,53,6,4,4,4,2
2,779,2,0,0,5,56,5,4,4,4,2
2,779,0,2,14,3,113,7,4,4,4,2
7,779,0,2,6,3,98,10,4,4,4,2
5,779,2,1,3,1,15,2,4,4,4,2
6,779,0,1,0,3,70,6,4,4,4,2
8,779,2,0,0,3,83,3,4,4,4,2
4,779,1,2,0,5,57,6,4,4,4,2
9,779,2,2,0,5,46,2,4,4,4,2
2,779,2,1,0,0,66,3,4,4,4,2
10,779,1,0,0,2,120,6,4,4,4,2
6,779,0,2,0,2,42,0,4,4,4,2
9,779,1,1,0,5,61,5,4,4,4,2
4,779,1,2,3,1,5,0,4,4,4,2
6,779,2,2,0,2,52,5,4,4,4,2
9,779,2,0,0,2,96,10,4,4,4,2
2,779,0,0,0,1,1,0,4,4,4,2
